time,vel.prac,theta.prac,vel_sp,vel.sim,theta.sim
15.24,2.0315491238488,-2.44914666885892,1.9906712,2.05021527594176,-1.45739142922199
15.3,2.02627396933951,-2.8705811354071,1.9906712,2.04131942398999,-1.88605145247836
15.36,2.01898332589361,-3.25778560337488,1.9906712,2.03161077226549,-2.2771110333649
15.42,2.01094058190316,-3.60084164854551,1.9906712,2.02130144894643,-2.62305781338276
15.48,2.00151968901268,-3.89533455289951,1.9906712,2.01061318054045,-2.91737161188329
15.54,1.99142499350505,-4.14034105645521,1.9906712,1.99976371914279,-3.1546392461607
15.6,1.98197930683527,-4.33471205022269,1.9906712,1.9889759184906,-3.33065067381833
15.66,1.97324409862593,-4.45987214163921,1.9906712,1.97846311123398,-3.44246627124077
15.72,1.9653834032641,-4.49927090096538,1.9906712,1.96843136148611,-3.48845887782531
15.78,1.95855940508889,-4.44593812864151,1.9906712,1.95908065211882,-3.46834018029964
15.84,1.95283909064299,-4.28907955363793,1.9906712,1.95060062930665,-3.38316128626026
15.9,1.9491214275404,-4.03642645344875,1.9906712,1.9431504907775,-3.23527092401927
15.96,1.9472839987723,-3.70227655545821,1.9906712,1.93687153005962,-3.02824806406572
16.02,1.94687475117286,-3.30373927595049,1.9906712,1.9318764741553,-2.76682310052482
16.08,1.94852747196885,-2.85830315331779,1.9906712,1.92825018963933,-2.45676375698404
16.14,1.95067393993618,-2.37436071361574,1.9906712,1.92605933773231,-2.10475827830981
16.2,1.95309679312467,-1.86195404551895,1.9906712,1.92534279367233,-1.71828472934346
16.26,1.95784283219049,-1.34098293764606,1.9906712,1.92610931522932,-1.30545396096874
16.32,1.96508869759226,-0.805132452375422,1.9906712,1.92832751784729,-0.874831431643423
16.38,1.97377272868893,-0.2819960952257,1.9906712,1.9319409960115,-0.435256332772745
16.44,1.98243174730042,0.220959671503362,1.9906712,1.9368714244414,0.0043320698353272
16.5,1.99046218970027,0.693567618427698,1.9906712,1.94300657584681,0.435074970849447
16.56,1.99974094846516,1.13394101618367,1.9906712,1.95020541527034,0.848387356846858
16.62,2.01211418989443,1.54324408262441,1.9906712,1.95831145920223,1.2361249733736
16.68,2.02561548802487,1.90987552898462,1.9906712,1.96715581122684,1.5907418663381
16.74,2.03736878634127,2.21697362575681,1.9906712,1.97655204429213,1.90543183056325
16.8,2.04597668886296,2.44204440515751,1.9906712,1.98630281867057,2.1742663699016
16.86,2.05210060577757,2.58308123743638,1.9906712,1.99620254509522,2.39230943597774
16.92,2.05821172434492,2.66844469975963,1.9906712,2.00605733628131,2.55569942535137
16.98,2.06411871743763,2.74452216967325,1.9906712,2.01567600429142,2.66170020617854
17.04,2.06749365485598,2.79129247481527,1.9906712,2.02486960049517,2.70875300971193
17.1,2.06781521894689,2.80141212899623,1.9906712,2.03345715835581,2.69649799242362
17.16,2.06623336123786,2.75460294383237,1.9906712,2.04127612533849,2.62576930448829
17.22,2.06277872535466,2.6007871995174,1.9906712,2.04817464853354,2.49856698339545
17.28,2.05818019677873,2.34856156050748,1.9906712,2.05403189974265,2.3180012834392
17.34,2.05459309036613,2.04643884650189,1.9906712,2.05875046523728,2.08820833372233
17.4,2.05236031658543,1.73437794704355,1.9906712,2.06224492055044,1.81426438202553
17.46,2.05121572048807,1.45400700790175,1.9906712,2.06444855635917,1.50209558080904
17.52,2.05100997121233,1.19797474089967,1.9906712,2.06532183202562,1.15835376611586
17.58,2.04973100151857,0.900619443838493,1.9906712,2.06486095818667,0.79026710506608
17.64,2.04754127386708,0.500485744579011,1.9906712,2.06309035281703,0.405486313816727
17.7,2.04500958813369,0.0506018980318211,1.9906712,2.06006080444484,0.0119201490041876
17.76,2.04045733412345,-0.376300808197556,1.9906712,2.05584704110733,-0.382420289006404
17.82,2.03455870835873,-0.775799331001975,1.9906712,2.05054716391253,-0.769586337461702
17.88,2.02856624995963,-1.14480029882681,1.9906712,2.04427975733633,-1.14185058061797
17.94,2.02229496467042,-1.467623620691,1.9906712,2.03717881992372,-1.49186014074429
18,2.01663011330694,-1.7383830490179,1.9906712,2.02939268010338,-1.81277392682726
18.06,2.01130582119168,-1.94950487917352,1.9906712,2.02109504980973,-2.09841115068117
18.12,2.00491712965269,-2.10877491383385,1.9906712,2.01245929144598,-2.34337207203821
18.18,1.99851964217002,-2.27774119652661,1.9906712,2.00365461654354,-2.54312065392383
18.24,1.99393930124471,-2.43277294446238,1.9906712,1.99486725451325,-2.69407676156857
18.3,1.98951678992588,-2.49716019755401,1.9906712,1.98627364877631,-2.79368415158907
18.36,1.98303256069813,-2.47326725054187,1.9906712,1.97803969472622,-2.84044115165724
18.42,1.9750710267863,-2.41289060445281,1.9906712,1.970330267697,-2.83392118980703
18.48,1.96633237387168,-2.38761929442388,1.9906712,1.9632925854908,-2.7747738095468
18.54,1.95855675670538,-2.42067877376173,1.9906712,1.95706797490714,-2.66470388635627
18.6,1.95386476750529,-2.44784993384478,1.9906712,1.9517720266486,-2.50642556226702
18.66,1.95291025689572,-2.3755990193367,1.9906712,1.94749843945573,-2.30358968012172
18.72,1.95400981066901,-2.17841163717933,1.9906712,1.94432265077824,-2.06070522023298
18.78,1.95586585935152,-1.91878278102083,1.9906712,1.94229654237572,-1.78304018941022
18.84,1.95748824043842,-1.64701698173231,1.9906712,1.94144862112562,-1.47650740816291
18.9,1.95829994715637,-1.35223600638733,1.9906712,1.94179186490605,-1.14754789057647
18.96,1.9585375223414,-1.0110070541915,1.9906712,1.94330917413583,-0.80299767882368
19.02,1.95875873039321,-0.662174422865779,1.9906712,1.94596417170105,-0.449947388423359
